ndc,year,name
616570968,2014,"ARSENICUM ALBUM,SULPHUR,ANAS BARBARIAE,WYETHIA HELENIOIDES,SARCOLACTICUM ACIDUM,RHUS TOXICODENDRON,PHYTOLACCA DECANDRA,LACHESIS MUTUS,GELSEMIUM SEMPERVIRENS,EUCALYPTUS GLOBULUS,ECHINACEA PURPUREA,EUPA"
616570968,2018,"ARSENICUM ALBUM,SULPHUR,ANAS BARBARIAE,WYETHIA HELENIOIDES,SARCOLACTICUM ACIDUM,RHUS TOXICODENDRON,PHYTOLACCA DECANDRA,LACHESIS MUTUS,GELSEMIUM SEMPERVIRENS,EUCALYPTUS GLOBULUS,ECHINACEA PURPUREA,EUPATORIUM PERFOLIATUM,DULCAMARA,,CINCHONA OFFICINALIS,BRYONIA ALBA,CAUSTICUM,BAPTISIA TINCTORIA,"
617030303,2005,CYTARABINE SOLUTION INJECTION
617030303,2018,CYTARABINE
617030304,2005,CYTARABINE SOLUTION INJECTION
617030304,2018,CYTARABINE
617030305,2005,CYTARABINE SOLUTION INJECTION
617030305,2018,CYTARABINE
617030309,2005,VINCRISTINE SULFATE SOLUTION INJECTION USP
617030309,2018,VINCRISTINE SULFATE
617030319,2005,CYTARABINE SOLUTION INJECTION
617030319,2018,CYTARABINE
617030323,2005,BLEOMYCIN FOR INJECTION USP
617030323,2016,BLEOMYCIN SULFATE
617030323,2018,BLEOMYCIN
617030325,2005,PAMIDRONATE DISODIUM INJECTION
617030325,2018,PAMIDRONATE DISODIUM
617030327,2005,DACARBAZINE FOR INJECTION USP
617030327,2018,DACARBAZINE
617030332,2005,BLEOMYCIN FOR INJECTION USP
617030332,2016,BLEOMYCIN SULFATE
617030332,2018,BLEOMYCIN
617030339,2005,CARBOPLATIN INJECTION
617030339,2018,CARBOPLATIN
617030341,2015,VINORELBINE TARTRATE
617030341,2018,VINORELBINE
617030342,2005,PACLITAXEL INJECTION SOLUTION
617030342,2018,PACLITAXEL
617030343,2017,MITOXANTRONE HYDROCHLORIDE
617030343,2018,MITOXANTRONE
617030350,2005,METHOTREXATE INJECTION
617030350,2015,METHOTREXATE SODIUM
617030350,2018,METHOTREXATE
617030408,2005,METHOTREXATE INJECTION
617030408,2015,METHOTREXATE SODIUM
617030408,2018,METHOTREXATE
617030421,2012,"ASCORBIC ACID, RETINOL, ERGOCALCIFEROL, THIAMINE HYDROCHLORIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, NIACINAMIDE, DEXPANTHENOL, ALPHA-TOCOPHEROL ACETATE, BIOTIN, FOLIC ACID, CYANOC"
617030421,2018,"ASCORBIC ACID, RETINOL, ERGOCALCIFEROL, THIAMINE HYDROCHLORIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, NIACINAMIDE, DEXPANTHENOL, .ALPHA.-TOCOPHEROL ACETATE, DL-, BIOTIN, FOLIC ACID, CYANOCOBALAMIN, AND PHYTONADIONE"
617030423,2005,MVI 12 MULTI VITAMIN INFUSION WITHOUT VITAMIN K INJECTION
617030423,2012,"RETINOL, ERGOCALCIFEROL, ASCORBIC ACID, NIACINAMIDE, THIAMINE, BIOTIN, FOLIC ACID, CYANOCOBALAMIN, VITAMIN E, PYRIDOXINE HYDROCHLORIDE, AND DEXPANTHENOL"
617030423,2014,"RETINOL, ERGOCALCIFEROL, ASCORBIC ACID, NIACINAMIDE, THIAMINE, BIOTIN, FOLIC ACID, CYANOCOBALAMIN, .ALPHA.-TOCOPHEROL ACETATE, DL-, RIBOFLAVIN 5-PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, AND DEXPANTHENOL"
617030423,2017,"RETINOL, ERGOCALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, NIACINAMIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, DEXPANTHENOL, BIOTIN, FOLIC ACID, AND CYANOCOBALAMIN"
617150050,2013,ANTIFUNGAL
617150050,2018,MICONAZOLE
617480011,2005,ETHAMBUTOL HYDROCHLORIDE TABLETS
617480011,2018,ETHAMBUTOL HYDROCHLORIDE
617480012,2005,PYRAZINAMIDE TABLETS
617480012,2018,PYRAZINAMIDE
617480013,2005,ISONIAZID TABLETS USP
617480013,2018,ISONIAZID
617480014,2005,ETHAMBUTOL HYDROCHLORIDE TABLETS
617480014,2018,ETHAMBUTOL HYDROCHLORIDE
617480015,2005,RIFAMPIN CAPSULES
617480015,2018,RIFAMPIN
617480016,2005,ISONIAZID TABLETS USP
617480016,2018,ISONIAZID
617480018,2005,RIFAMPIN CAPSULES
617480018,2018,RIFAMPIN
617480024,2005,ETHOSUXIMIDE ORAL SOLUTION
617480024,2018,ETHOSUXIMIDE
617480044,2005,AMINOCAPROIC ACID SYRUP USP
617480044,2018,AMINOCAPROIC ACID
617480045,2005,AMINOCAPROIC ACID TABLETS
617480045,2018,AMINOCAPROIC ACID
617480054,2005,TRIHEXYPHENIDYL HYDROCHLORIDE ELIXIR
617480054,2018,TRIHEXYPHENIDYL HYDROCHLORIDE
617500022,2014,"ALFALFA,AVENA SATIVA FLOWERING TOP, OYSTER SHELL CALCIUM CARBONATE, CRUDE, GOLDENSEAL,SALIX NIGRA BARK"
617500022,2018,"ALFALFA, AVENA SATIVA FLOWERING TOP, OYSTER SHELL CALCIUM CARBONATE, CRUDE, GOLDENSEAL, SALIX NIGRA BARK"
617860367,2016,QUETIAPINE FUMARATE
617860367,2018,QUETIAPINE
618770001,2016,NOT APPLICABLE
618770001,2018,"TESTOSTERONE, HGH"
619180001,2003,OXYGEN
619180001,2010,OXYGEN GAS
619190211,2016,MINOCYCLINE HYDROCHLORIDE
619190211,2018,SULINDAC
619190421,2017,CIPROFLOXACIN HYDROCHLORIDE SOLUTION
619190421,2018,CIPROFLOXACIN
619190509,2016,NEXIUM
619190509,2018,ESOMEPRAZOLE MAGNESIUM
619380456,2005,INFASURF SUSPENSION INTRATRACHEAL
619380456,2018,CALFACTANT
619473150,2004,ZITHROMAX AZITHROMYCIN FOR INJECTION
619473150,2005,ZITHROMAX AZITHROMYCIN POWDER FOR INJECTION
619473150,2010,ZITHROMAX POWDER FOR INJECTION
619530001,2007,HUMAN ALBUMIN GRIFOLS
619530001,2010,HUMAN ALBUMIN GRIFOLS INJECTION SOLUTION
619530001,2018,ALBUMIN (HUMAN)
619530002,2007,HUMAN ALBUMIN
619530002,2008,HUMAN ALBUMIN INJECTION SOLUTION
619530002,2010,HUMAN ALBUMIN GRIFOLS INJECTION SOLUTION
619530002,2018,ALBUMIN (HUMAN)
619530003,2010,FLEBOGAMMA INJECTION
619530003,2013,IMMUNE GLOBULIN (HUMAN)
619530004,2007,FLEBOGAMMA 5% DIF INJECTION
619530004,2008,FLEBOGAMMA 5% DIF INJECTION SOLUTION
619530004,2010,FLEBOGAMMA DIF INJECTION SOLUTION
619530004,2015,HUMAN IMMUNOGLOBULIN G
619530004,2018,IMMUNE GLOBULIN (HUMAN)
619530005,2016,HUMAN IMMUNOGLOBULIN G
619530005,2018,IMMUNE GLOBULIN INTRAVENOUS (HUMAN)
619571047,2010,ROUGE DIOR 760 RASPBERRY SERUM SPF 20
619571047,2016,OCTINOXATE
619580101,2010,VISTIDE INJECTION FOR SOLUTION
619580101,2018,CIDOFOVIR
619580401,2010,VIREAD TABLETS
619580401,2018,TENOFOVIR DISOPROXIL FUMARATE
619580501,2010,HEPSERA TABLETS
619580501,2018,ADEFOVIR DIPIVOXIL
619580601,2010,EMTRIVA CAPSULES
619580601,2018,EMTRICITABINE
619580602,2007,EMTRIVE ORAL SOLUTION
619580602,2010,EMTRIVA ORAL SOLUTION
619580602,2018,EMTRICITABINE
619580701,2007,TRUVUDA TABLETS
619580701,2010,TRUVADA TABLETS
619580701,2018,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE
619580801,2010,LETAIRIS TABLETS
619580801,2018,AMBRISENTAN
619580802,2010,LETAIRIS TABLETS
619580802,2018,AMBRISENTAN
619580901,2010,CAYSTON KIT
619580901,2018,AZTREONAM
619581001,2010,RENEXA TABLETS EXTENDED RELEASE
619581001,2018,RANOLAZINE
619581002,2010,RENEXA TABLETS EXTENDED RELEASE
619581002,2018,RANOLAZINE
619582002,2017,EMTRICITABINE AND TENOFOVIR ALAFENAMIDE FUMARATE
619582002,2018,EMTRICITABINE AND TENOFOVIR ALAFENAMIDE
619582101,2017,"EMTRICITABINE, RILPIVIRINE HYDROCHLORIDE, AND TENOFOVIR ALAFENAMIDE FUMARATE"
619582101,2018,"EMTRICITABINE, RILPIVIRINE HYDROCHLORIDE, AND TENOFOVIR ALAFENAMIDE"
619582301,2017,TENOFOVIR ALAFENAMIDE FUMARATE
619582301,2018,TENOFOVIR ALAFENAMIDE
619606900,2010,D METHYLPHENIDATE HYDROCHLORIDE
619606900,2010,DMETHYLPHENIDATE HYDROCHLORIDE
619710065,2005,ISOXSUPRINE HYDROCHLORIDE TABLETS USP
619710065,2018,ISOXSUPRINE HYDROCHLORIDE
620070001,2005,PCXX ONE MINUTE APF GEL BANANA BERRY
620070001,2018,FLUORIDE TREATMENT
620070002,2005,PCXX ONE MINUTE APF GEL PINK BUBBLEGUM
620070002,2018,FLUORIDE TREATMENT
620070003,2005,PCXX ONE MINUTE APF GEL WILD CHERRY                                GEL
620070003,2018,SODIUM FLUORIDE
620070004,2005,PCXX ONE MINUTE APF GEL MINTY CHOCOLATE
620070004,2018,FLUORIDE TREATMENT
620070005,2005,PCXX ONE MINUTE APF GEL MARSHMALLOW
620070005,2018,FLUORIDE TREATMENT
620070006,2005,PCXX ONE MINUTE APF GEL CREME DE MENTHE
620070006,2018,FLUORIDE TREATMENT
620070008,2005,PCXX ONE MINUTE APF GEL PINA COLADA
620070008,2018,SODIUM FLUORIDE
620070009,2005,PCXX ONE MINUTE APF GEL RASPBERRY
620070009,2018,FLUORIDE TREATMENT
620070010,2005,PCXX ONE MINUTE APF GEL STRAWBERRY
620070010,2018,FLUORIDE TREATMENT
620070011,2005,PCXX ONE MINUTE APF GEL VANILLA ORANGE
620070011,2018,FLUORIDE TREATMENT
620070012,2005,PCXX ONE MINUTE APF GEL GRAPE FLAVOR
620070012,2018,FLUORIDE TREATMENT
620070013,2005,PCXX ONE MINUTE APF GEL WATERMELON SPLASH FLAVOR
620070013,2018,FLUORIDE TREATMENT
620070014,2005,PCXX ONE MINUTE APF GEL PEPPERMINT TWIST FLAVOR
620070014,2018,FLUORIDE TREATMENT
620070020,2005,PCXX NEUTRAL SODIUM FLUORIDE GEL CREME DE MENTHE
620070020,2018,FLUORIDE TREATMENT
620070022,2005,PCXX NEUTRAL SODIUM FLUORIDE GEL RASPBERRY
620070022,2018,FLUORIDE TREATMENT
620070023,2005,PCXX NEUTRAL SODIUM FLUORIDE GEL VANILLA ORANGE
620070023,2018,FLUORIDE TREATMENT
620070024,2005,PCXX NEUTRAL SODIUM FLUORIDE GEL PINA COLADA
620070024,2018,FLUORIDE TREATMENT
620070025,2005,PCXX NEUTRAL SODIUM FLUORIDE GEL PEPPERMINT TWIST FLAVOR
620070025,2018,FLUORIDE TREATMENT
620070051,2005,PCXX ONE MINUTE APF FOAM VANILLA ORANGE
620070051,2018,SODIUM FLUORIDE
620070052,2005,PCXX ONE MINUTE FOAM BUBBLEGUM
620070052,2018,SODIUM FLUORIDE
620070054,2005,PCXX ONE MINUTE FOAM APF GRAPE
620070054,2018,SODIUM FLUORIDE
620070055,2005,PCXX ONE MINUTE FOAM APF STRAWBERRY
620070055,2018,SODIUM FLUORIDE
620070056,2005,PCXX ONE MINUTE APF FOAM MOCHA CAPPUCCINO
620070056,2018,SODIUM FLUORIDE
620070057,2005,PCXX ONE MINUTE APF FOAM RASPBERRY BLAST
620070057,2018,SODIUM FLUORIDE
620070058,2005,PCXX ONE MINUTE FOAM WILD CHERRY
620070058,2018,SODIUM FLUORIDE
620070059,2005,PCXX ONE MINUTE APF FOAM PEPPERMINT TWIST
620070059,2018,SODIUM FLUORIDE
620070270,2005,PCXX ONE MINUTE FOAM LEMON LIME
620070270,2018,SODIUM FLUORIDE
620220305,2004,ENTEX LIQUID SYRUP
620220305,2005,ENTEX LIQUID
620320103,2005,TRETINOIN CREAM
620320103,2018,TITANIUM DIOXIDE AND ZINC OXIDE
620320104,2005,TRETINOIN CREAM
620320104,2018,OCTINOXATE AND ZINC OXIDE
620320105,2005,C THERAPY NIGHT CREAM
620320105,2018,HYDROQUINONE
620320106,2005,C CLARIFYIN SERUM LIQUID
620320106,2018,HYDROQUINONE
620320124,2012,OCTINOXATE AND ZINC OXIDE
620320124,2018,ZINC OXIDE AND OCTINOXATE
620370567,2005,HYDROCODONE BITARTRATE AND ACETOMINOPHEN TABLETS
620370567,2016,HYDROCODONE BITARTRATE AND ACETAMINOPHEN
620370571,2005,METFORMIN HYDROCHLORIDE EXTENDED RELEASE TABLETS
620370571,2018,METFORMIN HYDROCHLORIDE
620370597,2005,CARTIA XT CAPSULES
620370597,2018,DILTIAZEM HYDROCHLORIDE
620370598,2005,CARTIA XT CAPSULES
620370598,2018,DILTIAZEM HYDROCHLORIDE
620370599,2005,CARTIA XT CAPSULES
620370599,2018,DILTIAZEM HYDROCHLORIDE
620370600,2005,CARTIA XT CAPSULES
620370600,2018,DILTIAZEM HYDROCHLORIDE
620370610,2005,OMEPRAZOLE DELAYED RELEASE CAPSULES
620370610,2017,OMEPRAZOLE
620370620,2005,OMEPRAZOLE DELAYED RELEASE CAPSULES
620370620,2017,OMEPRAZOLE
620370640,2005,OMEPRAZOLE DELAYED RELEASE CAPSULES
620370640,2018,OMEPRAZOLE
620370674,2005,METFORMIN HYDROCHLORIDE TABLETS
620370674,2016,METFORMIN HYDROCHLORIDE
620370675,2005,METFORMIN HYDROCHLORIDE TABLETS
620370675,2016,METFORMIN HYDROCHLORIDE
620370676,2005,METFORMIN HYDROCHLORIDE TABLETS
620370676,2016,METFORMIN HYDROCHLORIDE
620370696,2005,TAZTIA DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
620370696,2018,DILTIAZEM HYDROCHLORIDE
620370697,2005,TAZTIA DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
620370697,2018,DILTIAZEM HYDROCHLORIDE
620370698,2005,TAZTIA DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
620370698,2018,DILTIAZEM HYDROCHLORIDE
620370699,2005,TAZTIA DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
620370699,2018,DILTIAZEM HYDROCHLORIDE
620370700,2005,TAZTIA DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
620370700,2018,DILTIAZEM HYDROCHLORIDE
620370710,2005,POTASSIUM CHLORIDE EXTENDED RELEASE TABLETS
620370710,2018,POTASSIUM CHLORIDE
620370720,2005,POTASSIUM CHLORIDE EXTENTED RELEASE TABLETS
620370720,2018,POTASSIUM CHLORIDE
620370825,2005,NAPROXEN SODIUM TABLETS EXTENDED RELEASED
620370825,2018,NAPROXEN SODIUM
620370826,2005,NAPROXEN SODIUM TABLETS EXTENDED RELEASE
620370826,2018,NAPROXEN SODIUM
620370827,2005,GENERIC ENTEX LA CAPSULES
620370827,2018,NAPROXEN SODIUM
620370871,2005,GLIPIZIDE ER TABLETS
620370871,2012,GLIPIZIDE
620370872,2005,GLIPIZIDE EXTENDED RELEASE TABLETS
620370872,2012,GLIPIZIDE
620370873,2005,GLIPIZIDE EXTENDED RELEASE TABLETS
620370873,2012,GLIPIZIDE
620456333,2010,NITROGEN COMPRESSED NF
620456333,2018,NITROGEN
620970003,2010,NITROUS OXIDE
620970003,2018,NITROGEN
620970006,2010,NITROGEN
620970006,2018,NITROUS OXIDE
621060001,2014,RUTA GRAVEOLENS
621060001,2017,CAPSICUM
621060002,2014,CAPSICUM
621060002,2017,RUTA GRAVEOLENS
621060004,2014,HAMAMELIS VIRGINIANA L
621060004,2017,ARNICA MONTANA
621060006,2014,ARNICA MONTANA
621060006,2017,HAMAMELIS VIRGINIANA L
621061156,2003,219 LIQUID
621061156,2018,"CRATAEGUS, LACTUCA VIROSA, PASSIFLORA INCARNATA, THYMUS VULGARIS, VALERIANA OFFICINALIS"
621061160,2003,233 LIQUID
621061160,2018,"RHEUM, CRATAEGUS, UVA-URSI, RHUS TOXICODENDRON, HAMAMELIS VIRGINIANA"
621128024,2010,BENZONATATE CAPSULES SOFTGEL
621128024,2010,BENZONATATE SOFTGEL CAPSULE
621128045,2010,NIFEDIPINE CAPSULE LIQUID FILLED
621128045,2010,NIFEDIPINE CAPSULES
621128045,2018,NIFEDIPINE
621450001,2007,LIQUID OXYGEN
621450001,2018,OXYGEN REFRIGERATED LIQUID
621750106,2005,ISOSORBIDE MONONITRATE TABLETS
621750106,2018,ISOSORBIDE MONONITRATE
621750107,2005,ISOSORBIDE MONONITRATE TABLETS
621750107,2018,ISOSORBIDE MONONITRATE
621750114,2005,OMEPRAZOLE CAPSULES DELAYED RELEASE
621750114,2018,OMEPRAZOLE
621750118,2005,OMEPRAZOLE CAPSULES DELAYED RELEASE
621750118,2018,OMEPRAZOLE
621750119,2005,ISOSORBIDE MONONITRATE TABLETS EXTENDED RELEASE
621750119,2018,ISOSORBIDE MONONITRATE
621750128,2005,ISOSORBIDE MONONITRATE TABLETS EXTENDED RELEASE
621750128,2018,ISOSORBIDE MONONITRATE
621750129,2005,ISOSORBIDE MONONITRATE EXTENDED RELEASE TABLETS
621750129,2018,ISOSORBIDE MONONITRATE
621750442,2005,GLYCOLAX POWDER FOR INJECTION
621750442,2018,POLYETHYLENE GLYCOL 3350
621750446,2005,PEG 3350 AND ELECTROLYTES POWDER FOR SOLUTION ORAL
621750446,2018,"POLYETHYLENE GLYCOL 3350, SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM BICARBONATE, AND SODIUM SULFATE"
621750490,2015,HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE
621750490,2018,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX
621805093,2004,ELLENCE INJECTION
621805093,2010,ELLENCE INJECTION SOLUTION
621850002,2016,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), HEPAR SUIS, KIDNEY (SUIS), METHYLCOBALAMIN, GAMBOGIA, GRAPHITES, NUX VOMICA,"
621850002,2018,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), HEPAR SUIS, KIDNEY (SUIS), METHYLCOBALAMIN, GAMBOGIA, GRAPHITES, NUX VOMICA, PHYTOLACCA DECANDRA, 7-KETO-DHEA (DEHYDROEPIANDROSTERONE), ATP (ADENOSINE TRIPHOSPHATE DISODIUM), GLUCAGON, INSULINUM, SARCOLACTICUM ACIDUM, PROTEUS (VULGARIS)"
621850003,2017,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), BRAIN (SUIS), HEPAR SUIS, KIDNEY (SUIS), METHYLCOBALAMIN, PANCREAS SUIS,"
621850003,2018,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), BRAIN (SUIS), HEPAR SUIS, KIDNEY (SUIS), METHYLCOBALAMIN, PANCREAS SUIS, STOMACH (SUIS), AACG-A, AACG-B, CALCAREA CARBONICA, GAMBOGIA, GELSEMIUM SEMPERVIRENS, GRAPHITES, NUX VOMICA, PHYTOLACCA DECANDRA, 7-KETO DHEA (DEHYDROEPIANDROSTERONE), ATP (ADENOSINE TRIPHOSPHATE, DISODIUM), GLUCAGON, INSULINUM, SARCOLACTICUM ACIDUM, PROTEUS (VULGARIS)"
621850004,2015,"CINNAMIC ACID, PHLORIDZINUM, ARGENTUM NITRICUM, ATP (ADENOSINE TRIPHOSPHATE DISODIUM), BEET SUGAR, DEXTROSE, D-RIBOSE, FRUCTOSE, GRAPE SUGAR (SYRUP),"
621850004,2017,"CINNAMIC ACID, PHLORIDZINUM, ARGENTUM NITRICUM, ADENOSINUM TRIPHOSPHORICUM DINATRUM, BEET SUGAR, DEXTROSE, D-RIBOSE, FRUCTOSE, GRAPE SUGAR (SYRUP), LYCOPODIUM CLAVATUM, MAPLE SUGAR, SACCHARUM LACTIS, SACCHARUM OFFICINALE, SARCOLACTICUM ACIDUM, ADRENOCORTICOTROPHIN, MALVIN, MORGAN GAERTNER, DYSENTERY BACILLUS"
621850004,2018,"CINNAMIC ACID, PHLORIDZINUM, ARGENTUM NITRICUM, ADENOSINUM TRIPHOSPHORICUM DINATRUM, BEET SUGAR, DEXTROSE, D-RIBOSE, FRUCTOSE, GRAPE SUGAR (SYRUP), LYCOPODIUM CLAVATUM, MAPLE SUGAR, SACCHARUM LACTIS, SACCHARUM OFFICINALE, SARCOLACTICUM ACIDUM, ADRENOCORTICOTROPHIN, MALVIN, DYSENTERY BACILLUS, MORGAN GAERTNER"
621850005,2017,"COUMARINUM, QUERCETIN, RUTIN, BAMBOO, BARLEY, CORN, LEVANT COTTON, FLAX SEED, MILLET, MILO, OAT, CALIFORNIA POPPY, RICE, RYE, SAFFLOWER,"
621850005,2018,"COUMARINUM, QUERCETIN, RUTIN, BAMBOO, BARLEY, CORN, COTTON SEED, FLAX SEED, MILLET, MILO, OAT, POPPY SEED, RICE, RYE, SAFFLOWER, SESAME, SORGHUM, SOYBEAN, SUGARCANE, SUNFLOWER SEED, WHEAT, AMARANTH, AVENA SATIVA, NATRUM SULPHURICUM, SARCOLACTICUM ACIDUM, TRITICUM REPENS, ADRENOCORTICOTROPHIN, SYCOTIC CO BACILLUS"
621850006,2017,"ACETALDEHYDE, COUMARINUM, HISTAMINUM HYDROCHLORICUM, QUERCETIN, TORULA CEREVISIAE, CANDIDA ALBICANS, CANDIDA PARAPSILOSIS, ADRENOCORTICOTROPHIN,"
621850006,2018,"ACETALDEHYDE, COUMARINUM, HISTAMINUM HYDROCHLORICUM, QUERCETIN, TORULA CEREVISIAE, CANDIDA ALBICANS, CANDIDA PARAPSILOSIS, ADRENOCORTICOTROPHIN, SARCOLACTICUM ACIDUM, SEPIA, FAECALIS (ALKALIGENES)"
621850012,2015,"BERBERIS VULGARIS, GLYCYRRHIZA GLABRA, LAPPA MAJOR, PHYTOLACCA DECANDRA, STILLINGIA SYLVATICA, TRIFOLIUM PRATENSE, GLANDULA SUPRARENALIS SUIS, HEPAR SUIS, LYMPH NODE (SUIS), THROIDINUM (SUIS), BELLADONNA, IRIDIUM METALLICUM, LYCOPODIUM CLAVATUM, NITRICUM ACIDUM, NUX VOMICA, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, SALICYLICUM ACIDUM, ADRENOCORTICOTROPHIN, CORTISONE ACETICUM, EUGENOL, STEARYL ALCOHOL, XYLITOL, FOLLICULINUM, BENZOICUM ACIDUM, CHLORINUM, POTASSIUM SORBATE, SORBITOL, RESORCINUM, BENZYL ALCOHOL"
621850012,2018,"BERBERIS VULGARIS, GLYCYRRHIZA GLABRA, LAPPA MAJOR, PHYTOLACCA DECANDRA, STILLINGIA SYLVATICA, TRIFOLIUM PRATENSE, GLANDULA SUPRARENALIS SUIS, HEPAR SUIS, LYMPH NODE (SUIS), THROIDINUM (SUIS), BELLADONNA, IRIDIUM METALLICUM, LYCOPODIUM CLAVATUM, NITRICUM ACIDUM, NUX VOMICA, PHOSPHORICUM ACIDUM, SELENIUM METALLICUM, SALICYLICUM ACIDUM, ADRENOCORTICOTROPHIN, CORTISONE ACETICUM, EUGENOL, STEARYL ALCOHOL, XYLITOL, FOLLICULINUM, BENZOICUM ACIDUM, CHLORINUM, POTASSIUM SORBATE, SORBITOL, RESORCINUM"
621850020,2017,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), CEREBRUM (SUIS), HEPAR SUIS, KIDNEY SUIS, METHYLCOBALAMIN, PANCREAS SUIS, STOMACH (SUIS), AACG-A, AACG-B, CALCAREA CARBONICA, GAMBOGIA, GELSEMIUM SEMPERVIRENS, GRAPHITES, NUX VOMICA, PHYTOLACCA DECANDRA, 7-KETO-DHEA (DEHYDROEPIANDROSTERONE), ADENOSINUM TRIPHOSPHORICUM DINATRUM, GLUCAGON, INSULINUM (SUIS), SARCOLACTICUM ACIDUM, PROTEUS (VULGARIS)"
621850020,2018,"ASCLEPIAS VINCETOXICUM, ECHINACEA (ANGUSTIFOLIA), HYPOTHALAMUS (SUIS), CEREBRUM SUIS, HEPAR SUIS, KIDNEY SUIS, METHYLCOBALAMIN, PANCREAS SUIS, STOMACH (SUIS), AACG-A, AACG-B, CALCAREA CARBONICA, GAMBOGIA, GELSEMIUM SEMPERVIRENS, GRAPHITES, NUX VOMICA, PHYTOLACCA DECANDRA, 7-KETO-DHEA (DEHYDROEPIANDROSTERONE), ADENOSINUM TRIPHOSPHORICUM DINATRUM, GLUCAGON, INSULINUM (SUIS), SARCOLACTICUM ACIDUM, PROTEUS (VULGARIS)"
622110267,2015,ACETAMINOPHEN AND DIPHENHYDRAMINE HCI
622110267,2015,ACETAMINOPHEN AND DIPHENHYDRAMINE HYDROCHLORIDE
622242444,2001,PROPADE CAPSULES
622242444,2004,PPA CPM CAPSULES
622242557,2001,PPA GUAIFENESIN TABLETS COMBO
622242557,2004,PHENYLPROPANOLAMINE HCL GUAIFENESIN TABLETS
623050417,2003,PSEUDO HCL 40MG GUAIFENESIN 100MG DEXTRO HBR 15MG SYRUP
623050417,2005,PSEUDOEPHEDRINE HYDROCHLORIDE GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE SYRUP
623180014,2004,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
623180014,2010,DILT XR EXTENDED RELEASE CAPSULES
623180015,2004,DILTIAZEM HYDROCHLORIDE EXTENDED RELEASE CAPSULES
623180015,2010,DILT XR EXTENDED RELEASE CAPSULES
623180016,2004,DILTIAZEM HYDROCHLORIDE CAPSULES EXTENDED RELEASE USP
623180016,2010,DILT XR CAPSULES EXTENDED RELEASE USP
623180026,2005,RANITIDINE HYDROCHLORIDE TABLETS
623180026,2010,RANITIDINE TABLETS
623180039,2009,ETODOLAC CAPSULES USP
623180039,2010,ETODOLAC CAPSULES
623180189,2007,LISINOPRIL TABLETS USP
623180189,2010,LISINOPRIL TABLETS
623180223,2009,SOTALOL HYDROCHLORIDE
623180223,2010,SOTALOL HYDROCHLORIDE TABLETS
623180252,2005,TIZANIDINE HYDROCHLORIDE TABLET
623180252,2010,TIZANIDINE HYDROCHLORIDE TABLETS
623817511,2004,HUMALOG MIX 75/25
623817511,2010,HUMALOG MIX INJECTION
623817516,2007,HUMALOG FOR INJECTION
623817516,2010,HUMALOG INJECTION
623818793,2002,HUMALOG MIX 50 50
623818793,2010,HUMALOG MIX INJECTION
623818794,2008,HUMALOG MIX PEN
623818794,2010,HUMALOG MIX PEN INJECTION
625400579,2006,ALBUTEROL SULFATE HFA INHALATION AEROSOL
625400579,2010,PROAIR HFA ALBUTEROL SULFATE INHALATION AEROSOL
625410110,2005,MUSE SUPPOSITORIES
625410110,2012,ALPROSTADIL
625410120,2005,MUSE SUPPOSITORIES
625410120,2012,ALPROSTADIL
625410130,2005,MUSE SUPPOSITORIES
625410130,2012,ALPROSTADIL
625410140,2005,MUSE SUPPOSITORIES
625410140,2012,ALPROSTADIL
625410201,2013,PHENTERMINE HYDROCHLORIDE AND TOPIRAMATE
625410201,2018,PHENTERMINE AND TOPIRAMATE
